exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-0.1,baseline,ETH,13,gpt2,13,1,REP,1,REP,0,1,REP,0,NONE,0,128,0,0.0,,5.311337947845459,0.0
vNEXT-0.1,baseline,ETH,14,gpt2,14,1,TOO_SHORT,1,TOO_SHORT,0,1,TOO_SHORT,0,NONE,0,57,0,0.0,,1.7371740341186523,0.0
vNEXT-0.1,baseline,ETH,15,gpt2,15,1,REP,1,REP,0,1,REP,0,NONE,0,66,0,0.0,,2.281093120574951,0.0
vNEXT-0.1,baseline,ETH,16,gpt2,16,1,REP,1,REP,0,1,REP,0,NONE,0,219,0,0.0,,11.913039922714233,0.0
vNEXT-0.1,baseline,ETH,17,gpt2,17,1,REP,1,REP,0,1,REP,0,NONE,0,113,0,0.0,,4.539018154144287,0.0
vNEXT-0.1,baseline,ETH,18,gpt2,18,1,REP,1,REP,0,1,REP,0,NONE,0,76,0,0.0,,2.648038148880005,0.0
vNEXT-0.1,baseline,ETH,19,gpt2,19,1,REP,1,REP,0,1,REP,0,NONE,0,185,0,0.0,,9.130672693252563,0.0
vNEXT-0.1,baseline,ETH,20,gpt2,20,1,REP,1,REP,0,1,REP,0,NONE,0,76,0,0.0,,2.649233818054199,0.0
vNEXT-0.1,baseline,ETH,21,gpt2,21,1,REP,1,REP,0,1,REP,0,NONE,0,204,0,0.0,,10.778543949127197,0.0
vNEXT-0.1,baseline,ETH,22,gpt2,22,1,REP,1,REP,0,1,REP,0,NONE,0,117,0,0.0,,4.551683187484741,0.0
vNEXT-0.1,baseline,ETH,23,gpt2,23,1,REP,1,REP,0,1,REP,0,NONE,0,182,0,0.0,,9.011297225952148,0.0
vNEXT-0.1,baseline,ETH,24,gpt2,24,1,REP,1,REP,0,1,REP,0,NONE,0,163,0,0.0,,7.748417139053345,0.0
vNEXT-0.1,baseline,ETH,25,gpt2,25,1,REP,1,REP,0,1,REP,0,NONE,0,376,0,0.0,,28.217031002044678,0.0
vNEXT-0.1,baseline,ETH,26,gpt2,26,1,REP,1,REP,0,1,REP,0,NONE,0,140,0,0.0,,6.367241859436035,0.0
vNEXT-0.1,baseline,ETH,27,gpt2,27,0,NONE,0,NONE,0,0,NONE,0,NONE,0,232,0,0.0,,13.143687009811401,0.0
vNEXT-0.1,baseline,ETH,28,gpt2,28,1,REP,1,REP,0,1,REP,0,NONE,0,77,0,0.0,,2.6498632431030273,0.0
vNEXT-0.1,baseline,ETH,29,gpt2,29,1,REP,1,REP,0,1,REP,0,NONE,0,98,0,0.0,,3.738051652908325,0.0
vNEXT-0.1,controlled,ETH,0,gpt2,0,0,NONE,1,REP,1,1,REP,0,NONE,1,154,6,0.03896103896103896,135.0,7.022184133529663,11.0
vNEXT-0.1,controlled,ETH,1,gpt2,1,0,NONE,1,REP,1,1,REP,0,NONE,1,101,6,0.0594059405940594,81.0,4.235948085784912,61.0
vNEXT-0.1,controlled,ETH,2,gpt2,2,0,NONE,1,REP,1,1,REP,0,NONE,1,124,6,0.04838709677419355,102.0,5.136244058609009,28.0
vNEXT-0.1,controlled,ETH,3,gpt2,3,0,NONE,1,REP,1,1,REP,0,NONE,1,204,6,0.029411764705882353,141.0,10.530704975128174,6.0
vNEXT-0.1,controlled,ETH,4,gpt2,4,0,NONE,1,REP,1,1,REP,0,NONE,1,440,6,0.013636363636363636,294.0,33.42811703681946,0.0
vNEXT-0.1,controlled,ETH,5,gpt2,5,0,NONE,1,REP,1,1,REP,0,NONE,1,260,6,0.023076923076923078,94.0,15.463087797164917,26.0
vNEXT-0.1,controlled,ETH,6,gpt2,6,0,NONE,1,REP,1,1,REP,0,NONE,1,94,6,0.06382978723404255,76.0,3.7137348651885986,49.0
vNEXT-0.1,controlled,ETH,7,gpt2,7,0,NONE,1,REP,1,1,REP,0,NONE,1,380,6,0.015789473684210527,285.0,26.172959804534912,0.0
