exp_id,mode,pillar,seed,model_id,prompt_id,collapse_run,collapse_reason,core_collapse_run,core_collapse_reason,budget_exhausted,collapse_core,collapse_core_reason,stop_aux,stop_aux_reason,intervene_bin,n_tokens_total,n_interventions,intervene_density,H_pre,runtime_sec,extra_tokens_due_to_intervention
vNEXT-RE30,baseline,META,29,gpt2,29,1,REP,1,REP,0,1,REP,0,NONE,0,140,0,0.0,,6.293078899383545,0.0
vNEXT-RE30,controlled,META,0,gpt2,0,0,NONE,0,NONE,0,0,NONE,0,NONE,1,530,75,0.14150943396226415,93.0,31.80861806869507,27.0
vNEXT-RE30,controlled,META,1,gpt2,1,0,NONE,0,NONE,0,0,NONE,0,NONE,1,536,69,0.1287313432835821,118.0,33.535566091537476,25.0
vNEXT-RE30,controlled,META,2,gpt2,2,0,NONE,0,NONE,0,0,NONE,0,NONE,1,533,54,0.10131332082551595,170.0,30.917675018310547,0.0
vNEXT-RE30,controlled,META,3,gpt2,3,0,NONE,0,NONE,0,0,NONE,0,NONE,1,116,1,0.008620689655172414,68.0,4.947247266769409,27.0
vNEXT-RE30,controlled,META,4,gpt2,4,0,NONE,0,NONE,0,0,NONE,0,NONE,1,533,39,0.07317073170731707,88.0,39.57696008682251,71.0
vNEXT-RE30,controlled,META,5,gpt2,5,0,NONE,0,NONE,0,0,NONE,0,NONE,0,115,0,0.0,,4.55361795425415,0.0
vNEXT-RE30,controlled,META,6,gpt2,6,0,NONE,0,NONE,0,0,NONE,0,NONE,1,264,4,0.015151515151515152,167.0,15.791830062866211,4.0
vNEXT-RE30,controlled,META,7,gpt2,7,0,NONE,0,NONE,0,0,NONE,0,NONE,1,524,73,0.13931297709923665,73.0,33.33383584022522,53.0
vNEXT-RE30,controlled,META,8,gpt2,8,0,NONE,0,NONE,0,0,NONE,0,NONE,1,243,42,0.1728395061728395,75.0,12.806122064590454,59.0
vNEXT-RE30,controlled,META,9,gpt2,9,0,NONE,0,NONE,0,0,NONE,0,NONE,1,530,23,0.04339622641509434,90.0,36.22145104408264,21.0
vNEXT-RE30,controlled,META,10,gpt2,10,0,NONE,0,NONE,0,0,NONE,0,NONE,1,110,14,0.12727272727272726,70.0,4.542340040206909,55.0
vNEXT-RE30,controlled,META,11,gpt2,11,1,BUDGET_EXCEEDED,1,REP,1,1,REP,1,BUDGET_EXHAUSTED,1,408,100,0.24509803921568626,70.0,22.593339920043945,84.0
